age,job,marital,education,contact,day_of_week,campaign,previous,poutcome,duration_mins,education_level,job_type,income_level,was_contacted_before,deposited_before,y
29,blue-collar,single,basic.9y,cellular,fri,2,0,nonexistent,14,low,blue-collar,mid,False,False,yes
39,management,married,university.degree,telephone,fri,1,0,nonexistent,2,high,white-collar,high,False,False,no
41,services,married,university.degree,telephone,thu,1,0,nonexistent,3,high,blue-collar,mid,False,False,no
36,admin.,single,university.degree,cellular,fri,2,0,nonexistent,2,high,white-collar,mid,False,False,yes
59,housemaid,married,basic.6y,telephone,fri,3,0,nonexistent,3,low,blue-collar,mid,False,False,no
30,admin.,married,university.degree,cellular,wed,4,0,nonexistent,7,high,white-collar,mid,False,False,no
55,technician,married,university.degree,telephone,thu,9,0,nonexistent,3,high,blue-collar,mid,False,False,no
37,entrepreneur,divorced,university.degree,cellular,wed,1,0,nonexistent,6,high,entrepreneur,high,False,False,no
32,admin.,single,university.degree,cellular,wed,2,0,nonexistent,3,high,white-collar,mid,False,False,no
48,entrepreneur,married,high.school,cellular,wed,5,0,nonexistent,1,mid,entrepreneur,high,False,False,no
70,retired,divorced,basic.4y,cellular,fri,2,0,nonexistent,2,low,retired,low,False,False,no
32,services,married,high.school,telephone,thu,2,0,nonexistent,4,mid,blue-collar,mid,False,False,no
53,blue-collar,married,high.school,cellular,thu,1,0,nonexistent,2,mid,blue-collar,mid,False,False,no
31,housemaid,married,basic.4y,cellular,fri,5,0,nonexistent,3,low,blue-collar,mid,False,False,no
37,technician,married,professional.course,telephone,fri,5,0,nonexistent,2,mid,blue-collar,mid,False,False,no
30,admin.,single,university.degree,cellular,wed,1,0,nonexistent,3,high,white-collar,mid,False,False,no
24,technician,single,basic.9y,cellular,fri,3,0,nonexistent,1,low,blue-collar,mid,False,False,no
39,blue-collar,married,basic.9y,cellular,thu,3,0,nonexistent,10,low,blue-collar,mid,False,False,yes
24,blue-collar,single,basic.9y,cellular,thu,1,1,failure,1,low,blue-collar,mid,True,False,no
31,blue-collar,married,basic.6y,telephone,tue,1,0,nonexistent,2,low,blue-collar,mid,False,False,no
34,blue-collar,married,professional.course,cellular,tue,1,0,nonexistent,2,mid,blue-collar,mid,False,False,no
28,technician,married,high.school,telephone,thu,2,0,nonexistent,6,mid,blue-collar,mid,False,False,no
41,blue-collar,divorced,basic.9y,telephone,mon,3,0,nonexistent,5,low,blue-collar,mid,False,False,no
51,admin.,married,basic.6y,cellular,mon,2,1,failure,4,low,white-collar,mid,True,False,no
46,blue-collar,married,high.school,cellular,thu,1,0,nonexistent,2,mid,blue-collar,mid,False,False,no
55,unemployed,married,basic.4y,telephone,tue,1,0,nonexistent,3,low,unemployed,low,False,False,no
29,student,single,high.school,cellular,tue,1,1,success,2,mid,student,low,True,True,no
25,unemployed,single,professional.course,cellular,wed,3,0,nonexistent,5,mid,unemployed,low,False,False,no
32,technician,married,high.school,telephone,fri,5,1,failure,5,mid,blue-collar,mid,True,False,yes
41,services,married,professional.course,cellular,mon,10,0,nonexistent,2,mid,blue-collar,mid,False,False,no
40,blue-collar,married,basic.9y,telephone,mon,1,0,nonexistent,1,low,blue-collar,mid,False,False,no
57,retired,married,basic.4y,cellular,thu,1,0,nonexistent,2,low,retired,low,False,False,no
31,blue-collar,single,basic.9y,cellular,tue,2,0,nonexistent,1,low,blue-collar,mid,False,False,no
32,entrepreneur,single,university.degree,cellular,thu,1,0,nonexistent,2,high,entrepreneur,high,False,False,no
28,self-employed,married,professional.course,cellular,tue,1,0,nonexistent,3,mid,entrepreneur,mid,False,False,yes
44,technician,divorced,high.school,cellular,fri,1,0,nonexistent,4,mid,blue-collar,mid,False,False,no
31,blue-collar,married,basic.9y,telephone,mon,2,0,nonexistent,3,low,blue-collar,mid,False,False,no
47,blue-collar,married,basic.9y,cellular,mon,3,0,nonexistent,2,low,blue-collar,mid,False,False,no
27,management,single,university.degree,telephone,tue,2,0,nonexistent,2,high,white-collar,high,False,False,no
31,entrepreneur,single,high.school,cellular,mon,1,0,nonexistent,7,mid,entrepreneur,high,False,False,yes
44,admin.,married,high.school,telephone,wed,2,0,nonexistent,11,mid,white-collar,mid,False,False,no
52,housemaid,married,basic.4y,cellular,mon,2,0,nonexistent,8,low,blue-collar,mid,False,False,no
59,retired,married,university.degree,telephone,tue,1,0,nonexistent,4,high,retired,low,False,False,no
38,services,married,high.school,cellular,thu,7,0,nonexistent,0,mid,blue-collar,mid,False,False,no
37,services,divorced,basic.4y,cellular,fri,8,0,nonexistent,0,low,blue-collar,mid,False,False,no
33,services,married,university.degree,telephone,thu,1,0,nonexistent,4,high,blue-collar,mid,False,False,no
30,admin.,single,university.degree,cellular,mon,3,0,nonexistent,1,high,white-collar,mid,False,False,no
29,management,single,university.degree,cellular,wed,1,0,nonexistent,13,high,white-collar,high,False,False,yes
67,retired,married,basic.4y,cellular,thu,3,0,nonexistent,1,low,retired,low,False,False,no
53,admin.,married,university.degree,cellular,mon,3,1,failure,3,high,white-collar,mid,True,False,no
25,admin.,single,high.school,telephone,wed,1,0,nonexistent,2,mid,white-collar,mid,False,False,no
29,services,married,high.school,cellular,wed,2,1,success,2,mid,blue-collar,mid,True,True,no
38,technician,single,professional.course,cellular,fri,1,0,nonexistent,9,mid,blue-collar,mid,False,False,no
25,unemployed,single,professional.course,cellular,wed,1,0,nonexistent,4,mid,unemployed,low,False,False,no
31,blue-collar,married,basic.9y,cellular,fri,3,0,nonexistent,2,low,blue-collar,mid,False,False,no
49,blue-collar,married,basic.4y,telephone,wed,1,0,nonexistent,6,low,blue-collar,mid,False,False,no
36,admin.,divorced,university.degree,telephone,wed,3,0,nonexistent,2,high,white-collar,mid,False,False,no
45,blue-collar,married,basic.9y,telephone,mon,2,0,nonexistent,4,low,blue-collar,mid,False,False,no
62,retired,married,university.degree,cellular,wed,3,1,failure,2,high,retired,low,True,False,no
48,management,married,university.degree,cellular,wed,1,0,nonexistent,2,high,white-collar,high,False,False,no
37,admin.,married,university.degree,cellular,mon,3,0,nonexistent,3,high,white-collar,mid,False,False,no
55,admin.,divorced,university.degree,telephone,tue,2,0,nonexistent,2,high,white-collar,mid,False,False,no
36,technician,married,high.school,telephone,mon,1,0,nonexistent,3,mid,blue-collar,mid,False,False,no
28,admin.,single,professional.course,telephone,mon,5,0,nonexistent,3,mid,white-collar,mid,False,False,no
39,services,single,high.school,telephone,wed,3,0,nonexistent,3,mid,blue-collar,mid,False,False,no
25,admin.,married,high.school,cellular,mon,1,0,nonexistent,1,mid,white-collar,mid,False,False,no
34,technician,single,university.degree,cellular,thu,2,0,nonexistent,3,high,blue-collar,mid,False,False,yes
41,technician,single,professional.course,cellular,tue,1,0,nonexistent,1,mid,blue-collar,mid,False,False,no
39,admin.,married,university.degree,telephone,tue,1,0,nonexistent,3,high,white-collar,mid,False,False,no
39,admin.,married,university.degree,telephone,thu,1,0,nonexistent,2,high,white-collar,mid,False,False,no
29,entrepreneur,married,basic.4y,telephone,mon,3,0,nonexistent,4,low,entrepreneur,high,False,False,no
29,technician,single,high.school,cellular,fri,3,0,nonexistent,10,mid,blue-collar,mid,False,False,yes
70,retired,divorced,basic.6y,cellular,wed,1,0,nonexistent,3,low,retired,low,False,False,yes
47,blue-collar,married,basic.9y,cellular,tue,3,0,nonexistent,3,low,blue-collar,mid,False,False,no
47,management,married,basic.9y,cellular,tue,3,1,failure,3,low,white-collar,high,True,False,yes
36,services,married,high.school,cellular,fri,1,2,failure,2,mid,blue-collar,mid,True,False,no
42,admin.,married,university.degree,cellular,thu,1,0,nonexistent,2,high,white-collar,mid,False,False,no
40,blue-collar,divorced,basic.9y,telephone,wed,1,0,nonexistent,2,low,blue-collar,mid,False,False,no
47,admin.,divorced,university.degree,cellular,thu,2,0,nonexistent,3,high,white-collar,mid,False,False,no
29,services,married,basic.9y,telephone,fri,1,0,nonexistent,2,low,blue-collar,mid,False,False,no
55,admin.,married,high.school,telephone,mon,1,0,nonexistent,7,mid,white-collar,mid,False,False,no
20,student,single,high.school,cellular,mon,1,0,nonexistent,7,mid,student,low,False,False,yes
39,technician,single,professional.course,cellular,tue,1,1,failure,3,mid,blue-collar,mid,True,False,no
25,admin.,single,high.school,cellular,thu,4,0,nonexistent,8,mid,white-collar,mid,False,False,yes
28,blue-collar,single,high.school,telephone,thu,1,0,nonexistent,13,mid,blue-collar,mid,False,False,yes
39,blue-collar,married,basic.6y,telephone,fri,1,0,nonexistent,5,low,blue-collar,mid,False,False,no
42,technician,married,basic.9y,telephone,wed,3,0,nonexistent,1,low,blue-collar,mid,False,False,no
34,admin.,married,basic.6y,cellular,mon,1,0,nonexistent,10,low,white-collar,mid,False,False,no
44,technician,divorced,professional.course,cellular,wed,4,0,nonexistent,7,mid,blue-collar,mid,False,False,no
59,blue-collar,married,basic.4y,cellular,tue,3,0,nonexistent,4,low,blue-collar,mid,False,False,yes
44,technician,single,high.school,telephone,wed,3,0,nonexistent,3,mid,blue-collar,mid,False,False,no
22,student,single,high.school,cellular,tue,1,1,success,4,mid,student,low,True,True,yes
45,admin.,married,high.school,cellular,fri,2,0,nonexistent,3,mid,white-collar,mid,False,False,no
29,housemaid,married,high.school,cellular,thu,2,0,nonexistent,2,mid,blue-collar,mid,False,False,no
58,management,married,university.degree,cellular,wed,2,0,nonexistent,7,high,white-collar,high,False,False,no
35,services,married,basic.9y,cellular,wed,6,0,nonexistent,4,low,blue-collar,mid,False,False,no
42,blue-collar,married,basic.6y,telephone,wed,2,0,nonexistent,0,low,blue-collar,mid,False,False,no
37,blue-collar,single,basic.9y,telephone,fri,1,0,nonexistent,2,low,blue-collar,mid,False,False,no
39,blue-collar,married,basic.6y,telephone,thu,1,0,nonexistent,8,low,blue-collar,mid,False,False,no
43,services,married,high.school,telephone,mon,1,0,nonexistent,5,mid,blue-collar,mid,False,False,no
36,admin.,married,university.degree,cellular,wed,2,0,nonexistent,11,high,white-collar,mid,False,False,no
38,blue-collar,married,basic.6y,cellular,tue,8,0,nonexistent,12,low,blue-collar,mid,False,False,no
41,admin.,married,university.degree,telephone,mon,2,0,nonexistent,1,high,white-collar,mid,False,False,no
48,services,married,high.school,cellular,thu,2,0,nonexistent,6,mid,blue-collar,mid,False,False,no
29,admin.,single,high.school,cellular,tue,2,0,nonexistent,3,mid,white-collar,mid,False,False,no
45,admin.,divorced,high.school,cellular,wed,3,0,nonexistent,3,mid,white-collar,mid,False,False,no
37,technician,married,professional.course,cellular,fri,5,0,nonexistent,1,mid,blue-collar,mid,False,False,no
40,admin.,divorced,university.degree,cellular,wed,2,0,nonexistent,6,high,white-collar,mid,False,False,no
29,admin.,married,high.school,cellular,mon,3,0,nonexistent,2,mid,white-collar,mid,False,False,no
30,entrepreneur,single,high.school,cellular,tue,5,0,nonexistent,1,mid,entrepreneur,high,False,False,no
32,admin.,single,university.degree,telephone,fri,8,0,nonexistent,1,high,white-collar,mid,False,False,no
58,management,married,university.degree,cellular,tue,1,0,nonexistent,7,high,white-collar,high,False,False,yes
50,management,married,university.degree,cellular,mon,1,0,nonexistent,2,high,white-collar,high,False,False,no
43,technician,married,basic.9y,telephone,thu,2,0,nonexistent,4,low,blue-collar,mid,False,False,no
62,admin.,married,high.school,cellular,tue,4,2,failure,4,mid,white-collar,mid,True,False,yes
46,technician,divorced,university.degree,cellular,fri,2,0,nonexistent,2,high,blue-collar,mid,False,False,no
43,technician,married,professional.course,telephone,wed,1,0,nonexistent,4,mid,blue-collar,mid,False,False,no
52,housemaid,married,basic.4y,telephone,thu,2,0,nonexistent,2,low,blue-collar,mid,False,False,no
52,self-employed,single,university.degree,telephone,fri,1,0,nonexistent,1,high,entrepreneur,mid,False,False,no
46,housemaid,married,university.degree,cellular,fri,2,0,nonexistent,1,high,blue-collar,mid,False,False,no
43,blue-collar,single,basic.9y,cellular,thu,2,0,nonexistent,6,low,blue-collar,mid,False,False,no
35,blue-collar,single,basic.9y,cellular,fri,1,0,nonexistent,9,low,blue-collar,mid,False,False,yes
48,technician,married,professional.course,cellular,mon,1,0,nonexistent,1,mid,blue-collar,mid,False,False,no
41,self-employed,married,professional.course,cellular,fri,1,0,nonexistent,20,mid,entrepreneur,mid,False,False,yes
35,technician,married,university.degree,telephone,mon,1,0,nonexistent,2,high,blue-collar,mid,False,False,no
26,technician,divorced,university.degree,cellular,tue,1,1,success,2,high,blue-collar,mid,True,True,no
51,admin.,single,university.degree,cellular,wed,3,0,nonexistent,2,high,white-collar,mid,False,False,no
50,technician,married,professional.course,telephone,tue,2,0,nonexistent,4,mid,blue-collar,mid,False,False,no
40,services,married,basic.6y,cellular,thu,2,2,failure,2,low,blue-collar,mid,True,False,no
33,services,single,high.school,cellular,mon,2,1,failure,2,mid,blue-collar,mid,True,False,no
32,admin.,married,high.school,telephone,thu,3,0,nonexistent,0,mid,white-collar,mid,False,False,no
47,management,divorced,university.degree,telephone,mon,1,0,nonexistent,5,high,white-collar,high,False,False,no
41,technician,married,professional.course,cellular,fri,9,0,nonexistent,5,mid,blue-collar,mid,False,False,no
31,management,single,university.degree,cellular,fri,1,0,nonexistent,4,high,white-collar,high,False,False,no
33,admin.,married,high.school,telephone,wed,3,0,nonexistent,3,mid,white-collar,mid,False,False,no
39,admin.,married,basic.6y,cellular,wed,1,0,nonexistent,2,low,white-collar,mid,False,False,no
42,services,single,university.degree,telephone,thu,2,0,nonexistent,10,high,blue-collar,mid,False,False,no
53,blue-collar,married,basic.9y,telephone,tue,2,0,nonexistent,10,low,blue-collar,mid,False,False,no
29,admin.,single,university.degree,telephone,wed,1,0,nonexistent,12,high,white-collar,mid,False,False,no
51,blue-collar,married,basic.9y,cellular,wed,1,0,nonexistent,1,low,blue-collar,mid,False,False,no
60,retired,married,basic.6y,cellular,mon,2,1,failure,10,low,retired,low,True,False,no
47,technician,divorced,high.school,cellular,thu,1,0,nonexistent,20,mid,blue-collar,mid,False,False,no
34,blue-collar,married,basic.9y,cellular,fri,1,0,nonexistent,7,low,blue-collar,mid,False,False,yes
36,blue-collar,married,basic.6y,cellular,wed,1,0,nonexistent,1,low,blue-collar,mid,False,False,no
31,technician,married,professional.course,telephone,mon,6,0,nonexistent,3,mid,blue-collar,mid,False,False,no
34,management,married,university.degree,telephone,mon,1,0,nonexistent,2,high,white-collar,high,False,False,no
29,management,married,university.degree,telephone,fri,2,0,nonexistent,5,high,white-collar,high,False,False,no
42,admin.,married,university.degree,cellular,wed,6,0,nonexistent,13,high,white-collar,mid,False,False,no
39,technician,married,basic.9y,cellular,thu,1,0,nonexistent,10,low,blue-collar,mid,False,False,yes
52,blue-collar,married,basic.9y,telephone,tue,1,0,nonexistent,9,low,blue-collar,mid,False,False,no
48,technician,married,professional.course,cellular,fri,6,0,nonexistent,1,mid,blue-collar,mid,False,False,no
56,blue-collar,married,basic.4y,cellular,thu,1,0,nonexistent,2,low,blue-collar,mid,False,False,no
47,technician,married,professional.course,cellular,thu,3,0,nonexistent,2,mid,blue-collar,mid,False,False,no
34,blue-collar,married,basic.9y,telephone,fri,4,1,failure,4,low,blue-collar,mid,True,False,no
35,technician,divorced,professional.course,telephone,thu,2,0,nonexistent,5,mid,blue-collar,mid,False,False,no
54,blue-collar,married,basic.4y,cellular,fri,1,1,failure,1,low,blue-collar,mid,True,False,no
53,admin.,married,university.degree,cellular,wed,3,0,nonexistent,2,high,white-collar,mid,False,False,no
40,admin.,married,university.degree,cellular,wed,1,0,nonexistent,2,high,white-collar,mid,False,False,no
34,blue-collar,married,basic.9y,telephone,tue,1,0,nonexistent,0,low,blue-collar,mid,False,False,no
34,admin.,married,university.degree,telephone,fri,3,0,nonexistent,3,high,white-collar,mid,False,False,no
31,blue-collar,single,high.school,cellular,wed,1,0,nonexistent,3,mid,blue-collar,mid,False,False,no
36,services,married,high.school,telephone,wed,1,0,nonexistent,3,mid,blue-collar,mid,False,False,no
40,management,married,university.degree,cellular,fri,1,1,failure,7,high,white-collar,high,True,False,no
36,blue-collar,married,basic.9y,telephone,wed,2,0,nonexistent,4,low,blue-collar,mid,False,False,no
48,blue-collar,married,basic.4y,cellular,mon,3,0,nonexistent,2,low,blue-collar,mid,False,False,no
25,management,single,university.degree,cellular,tue,3,0,nonexistent,2,high,white-collar,high,False,False,no
30,technician,single,university.degree,cellular,wed,8,0,nonexistent,3,high,blue-collar,mid,False,False,no
53,blue-collar,married,basic.9y,cellular,tue,9,0,nonexistent,0,low,blue-collar,mid,False,False,no
59,housemaid,married,basic.4y,cellular,tue,2,0,nonexistent,3,low,blue-collar,mid,False,False,no
48,housemaid,divorced,basic.4y,telephone,fri,3,0,nonexistent,3,low,blue-collar,mid,False,False,no
54,management,divorced,university.degree,telephone,wed,1,1,failure,1,high,white-collar,high,True,False,no
40,blue-collar,married,basic.4y,telephone,wed,1,0,nonexistent,1,low,blue-collar,mid,False,False,no
46,admin.,divorced,high.school,cellular,wed,2,0,nonexistent,7,mid,white-collar,mid,False,False,no
39,technician,married,professional.course,telephone,tue,1,0,nonexistent,3,mid,blue-collar,mid,False,False,no
53,blue-collar,married,basic.4y,cellular,tue,1,0,nonexistent,3,low,blue-collar,mid,False,False,no
35,technician,single,professional.course,telephone,fri,10,0,nonexistent,0,mid,blue-collar,mid,False,False,no
37,services,married,high.school,telephone,wed,5,0,nonexistent,5,mid,blue-collar,mid,False,False,no
33,blue-collar,single,basic.4y,cellular,mon,3,0,nonexistent,4,low,blue-collar,mid,False,False,no
38,self-employed,married,basic.9y,telephone,wed,4,0,nonexistent,6,low,entrepreneur,mid,False,False,no
52,retired,divorced,basic.4y,telephone,wed,1,0,nonexistent,8,low,retired,low,False,False,no
70,retired,married,basic.9y,cellular,fri,1,1,success,4,low,retired,low,True,True,no
44,blue-collar,married,basic.4y,telephone,wed,1,0,nonexistent,10,low,blue-collar,mid,False,False,no
55,entrepreneur,married,professional.course,cellular,fri,2,0,nonexistent,2,mid,entrepreneur,high,False,False,no
34,blue-collar,married,basic.6y,telephone,thu,1,0,nonexistent,0,low,blue-collar,mid,False,False,no
35,self-employed,single,professional.course,cellular,thu,1,0,nonexistent,6,mid,entrepreneur,mid,False,False,no
43,admin.,married,university.degree,cellular,tue,1,0,nonexistent,5,high,white-collar,mid,False,False,no
53,services,married,high.school,cellular,wed,1,0,nonexistent,7,mid,blue-collar,mid,False,False,yes
44,blue-collar,married,basic.9y,cellular,mon,2,0,nonexistent,6,low,blue-collar,mid,False,False,no
30,technician,single,professional.course,cellular,thu,4,0,nonexistent,2,mid,blue-collar,mid,False,False,no
46,admin.,married,university.degree,cellular,wed,1,0,nonexistent,2,high,white-collar,mid,False,False,no
56,retired,married,basic.4y,cellular,wed,2,2,success,6,low,retired,low,True,True,yes
45,technician,married,university.degree,telephone,wed,2,0,nonexistent,2,high,blue-collar,mid,False,False,no
21,services,single,high.school,cellular,fri,6,0,nonexistent,2,mid,blue-collar,mid,False,False,no
48,services,married,high.school,cellular,mon,2,0,nonexistent,3,mid,blue-collar,mid,False,False,no
46,blue-collar,married,basic.4y,telephone,thu,2,0,nonexistent,5,low,blue-collar,mid,False,False,no
45,admin.,married,high.school,telephone,thu,4,0,nonexistent,2,mid,white-collar,mid,False,False,no
35,services,married,high.school,telephone,thu,1,0,nonexistent,4,mid,blue-collar,mid,False,False,no
36,entrepreneur,single,basic.9y,cellular,thu,3,0,nonexistent,1,low,entrepreneur,high,False,False,no
21,services,single,professional.course,cellular,thu,1,0,nonexistent,13,mid,blue-collar,mid,False,False,yes
36,blue-collar,married,basic.9y,telephone,wed,3,0,nonexistent,3,low,blue-collar,mid,False,False,no
29,admin.,married,university.degree,telephone,wed,1,0,nonexistent,5,high,white-collar,mid,False,False,no
36,admin.,married,university.degree,cellular,wed,1,0,nonexistent,1,high,white-collar,mid,False,False,no
29,services,married,high.school,cellular,thu,10,0,nonexistent,3,mid,blue-collar,mid,False,False,no
32,admin.,married,high.school,cellular,mon,1,4,success,15,mid,white-collar,mid,True,True,yes
34,management,married,university.degree,cellular,thu,3,1,failure,3,high,white-collar,high,True,False,no
41,blue-collar,married,basic.9y,cellular,mon,3,0,nonexistent,2,low,blue-collar,mid,False,False,no
42,services,married,basic.6y,cellular,tue,3,0,nonexistent,2,low,blue-collar,mid,False,False,no
27,admin.,married,university.degree,cellular,fri,4,1,failure,11,high,white-collar,mid,True,False,yes
33,admin.,married,high.school,telephone,fri,2,0,nonexistent,7,mid,white-collar,mid,False,False,no
36,unemployed,single,basic.9y,cellular,thu,3,0,nonexistent,3,low,unemployed,low,False,False,no
30,admin.,single,university.degree,cellular,fri,2,0,nonexistent,3,high,white-collar,mid,False,False,no
55,management,married,university.degree,cellular,mon,1,0,nonexistent,1,high,white-collar,high,False,False,no
51,blue-collar,divorced,basic.9y,cellular,wed,3,0,nonexistent,3,low,blue-collar,mid,False,False,no
53,blue-collar,divorced,basic.4y,telephone,fri,5,0,nonexistent,0,low,blue-collar,mid,False,False,no
42,admin.,married,high.school,cellular,mon,3,0,nonexistent,2,mid,white-collar,mid,False,False,no
49,admin.,married,university.degree,telephone,mon,5,0,nonexistent,0,high,white-collar,mid,False,False,no
59,retired,married,basic.4y,cellular,mon,1,0,nonexistent,9,low,retired,low,False,False,yes
43,unemployed,married,university.degree,telephone,wed,1,0,nonexistent,3,high,unemployed,low,False,False,no
28,technician,single,professional.course,cellular,wed,1,1,failure,4,mid,blue-collar,mid,True,False,no
59,retired,divorced,basic.4y,cellular,mon,2,0,nonexistent,7,low,retired,low,False,False,no
31,management,single,university.degree,cellular,thu,2,0,nonexistent,4,high,white-collar,high,False,False,no
45,technician,divorced,professional.course,cellular,fri,2,0,nonexistent,1,mid,blue-collar,mid,False,False,no
40,services,married,high.school,cellular,mon,1,0,nonexistent,4,mid,blue-collar,mid,False,False,no
28,services,single,professional.course,telephone,thu,2,0,nonexistent,4,mid,blue-collar,mid,False,False,no
49,technician,married,professional.course,telephone,thu,1,0,nonexistent,3,mid,blue-collar,mid,False,False,no
27,admin.,single,high.school,cellular,tue,3,1,failure,1,mid,white-collar,mid,True,False,no
39,blue-collar,married,basic.6y,telephone,wed,1,0,nonexistent,2,low,blue-collar,mid,False,False,no
31,admin.,married,university.degree,cellular,tue,2,1,failure,5,high,white-collar,mid,True,False,yes
47,admin.,married,university.degree,cellular,wed,10,0,nonexistent,19,high,white-collar,mid,False,False,yes
34,entrepreneur,single,university.degree,cellular,tue,2,0,nonexistent,3,high,entrepreneur,high,False,False,no
37,blue-collar,married,basic.9y,cellular,wed,7,0,nonexistent,4,low,blue-collar,mid,False,False,no
55,technician,single,professional.course,cellular,fri,2,0,nonexistent,2,mid,blue-collar,mid,False,False,no
69,technician,married,professional.course,cellular,thu,1,0,nonexistent,11,mid,blue-collar,mid,False,False,no
29,services,single,university.degree,cellular,mon,2,0,nonexistent,4,high,blue-collar,mid,False,False,no
51,technician,divorced,high.school,cellular,tue,3,0,nonexistent,3,mid,blue-collar,mid,False,False,no
31,admin.,married,university.degree,cellular,thu,8,0,nonexistent,0,high,white-collar,mid,False,False,no
34,admin.,married,university.degree,telephone,tue,3,0,nonexistent,2,high,white-collar,mid,False,False,no
54,retired,married,professional.course,cellular,tue,1,0,nonexistent,1,mid,retired,low,False,False,no
42,housemaid,married,university.degree,cellular,mon,1,0,nonexistent,3,high,blue-collar,mid,False,False,no
55,blue-collar,single,university.degree,cellular,mon,1,0,nonexistent,4,high,blue-collar,mid,False,False,no
27,blue-collar,single,high.school,cellular,mon,2,1,success,2,mid,blue-collar,mid,True,True,yes
35,blue-collar,married,high.school,cellular,mon,5,0,nonexistent,0,mid,blue-collar,mid,False,False,no
30,blue-collar,married,basic.4y,cellular,mon,3,0,nonexistent,1,low,blue-collar,mid,False,False,no
34,blue-collar,married,basic.9y,telephone,thu,4,0,nonexistent,4,low,blue-collar,mid,False,False,no
39,blue-collar,married,basic.9y,telephone,wed,2,0,nonexistent,3,low,blue-collar,mid,False,False,no
39,blue-collar,married,basic.4y,telephone,fri,4,0,nonexistent,3,low,blue-collar,mid,False,False,no
45,blue-collar,married,basic.9y,telephone,thu,1,0,nonexistent,2,low,blue-collar,mid,False,False,no
54,unemployed,married,university.degree,telephone,thu,1,0,nonexistent,2,high,unemployed,low,False,False,no
38,services,single,high.school,telephone,thu,2,0,nonexistent,11,mid,blue-collar,mid,False,False,no
53,entrepreneur,married,university.degree,telephone,fri,2,0,nonexistent,3,high,entrepreneur,high,False,False,no
35,admin.,married,university.degree,telephone,tue,1,0,nonexistent,2,high,white-collar,mid,False,False,no
56,self-employed,divorced,university.degree,telephone,fri,1,0,nonexistent,1,high,entrepreneur,mid,False,False,no
47,unemployed,married,professional.course,cellular,wed,1,0,nonexistent,2,mid,unemployed,low,False,False,no
40,self-employed,married,professional.course,telephone,tue,1,0,nonexistent,2,mid,entrepreneur,mid,False,False,no
41,admin.,married,university.degree,cellular,thu,10,0,nonexistent,0,high,white-collar,mid,False,False,no
52,retired,single,basic.9y,telephone,thu,6,0,nonexistent,4,low,retired,low,False,False,no
32,technician,single,university.degree,telephone,tue,2,0,nonexistent,1,high,blue-collar,mid,False,False,no
46,technician,married,professional.course,cellular,fri,2,0,nonexistent,20,mid,blue-collar,mid,False,False,no
39,management,married,university.degree,telephone,mon,10,0,nonexistent,2,high,white-collar,high,False,False,no
38,technician,divorced,university.degree,cellular,wed,2,2,failure,2,high,blue-collar,mid,True,False,no
26,blue-collar,single,basic.6y,telephone,thu,1,0,nonexistent,3,low,blue-collar,mid,False,False,no
39,management,married,university.degree,cellular,thu,7,1,failure,3,high,white-collar,high,True,False,no
51,admin.,divorced,high.school,cellular,wed,2,1,failure,5,mid,white-collar,mid,True,False,no
39,services,divorced,high.school,cellular,thu,1,0,nonexistent,8,mid,blue-collar,mid,False,False,no
35,technician,married,professional.course,cellular,mon,2,0,nonexistent,10,mid,blue-collar,mid,False,False,yes
32,services,married,high.school,telephone,fri,2,0,nonexistent,3,mid,blue-collar,mid,False,False,no
56,blue-collar,married,basic.6y,telephone,fri,1,0,nonexistent,6,low,blue-collar,mid,False,False,no
36,blue-collar,single,high.school,telephone,fri,2,0,nonexistent,3,mid,blue-collar,mid,False,False,no
54,management,married,university.degree,cellular,tue,1,0,nonexistent,6,high,white-collar,high,False,False,no
27,services,single,basic.9y,telephone,wed,4,0,nonexistent,2,low,blue-collar,mid,False,False,no
42,blue-collar,married,basic.4y,telephone,wed,2,0,nonexistent,4,low,blue-collar,mid,False,False,no
54,blue-collar,married,basic.4y,cellular,tue,1,0,nonexistent,5,low,blue-collar,mid,False,False,no
26,technician,single,professional.course,cellular,wed,1,2,failure,6,mid,blue-collar,mid,True,False,yes
41,technician,married,university.degree,cellular,thu,4,0,nonexistent,8,high,blue-collar,mid,False,False,no
31,blue-collar,married,basic.6y,telephone,fri,10,0,nonexistent,1,low,blue-collar,mid,False,False,no
50,management,married,university.degree,telephone,thu,1,0,nonexistent,0,high,white-collar,high,False,False,no
50,blue-collar,married,basic.4y,telephone,wed,2,0,nonexistent,5,low,blue-collar,mid,False,False,no
42,blue-collar,married,basic.9y,telephone,fri,2,0,nonexistent,2,low,blue-collar,mid,False,False,no
32,housemaid,married,basic.4y,telephone,thu,1,0,nonexistent,4,low,blue-collar,mid,False,False,no
51,technician,married,professional.course,cellular,fri,1,1,failure,3,mid,blue-collar,mid,True,False,no
42,technician,married,university.degree,cellular,fri,2,0,nonexistent,2,high,blue-collar,mid,False,False,no
31,technician,married,high.school,cellular,thu,1,0,nonexistent,7,mid,blue-collar,mid,False,False,no
32,technician,single,university.degree,cellular,thu,2,0,nonexistent,2,high,blue-collar,mid,False,False,no
49,blue-collar,married,basic.4y,telephone,tue,1,0,nonexistent,3,low,blue-collar,mid,False,False,no
48,services,married,high.school,cellular,mon,6,0,nonexistent,1,mid,blue-collar,mid,False,False,no
